"単位[MW平均]","","","供給力"
"DATE","TIME","エリア需要","原子力","火力（ＬＮＧ）","火力（石炭）","火力（石油）","火力（その他）","水力","地熱","バイオマス","太陽光発電実績","太陽光出力制御量","風力発電実績","風力出力制御量","揚水","蓄電池","連系線","その他","合計"
"20251016","10:00","11954","2058","1262","3904","128","20","678","106","674","4840","0","32","0","-826","4","1112","198","11966"
"20251016","10:30","12034","2058","1338","3906","126","22","756","108","674","5202","0","48","0","-920","12","1480","198","12048"
"20251016","11:00","12186","2054","1290","3904","124","24","762","108","672","5364","0","72","0","-820","-32","1516","200","12206"
"20251016","11:30","12714","2060","1298","3904","130","26","532","108","680","5820","0","102","0","-568","28","1584","198","12734"
"20251016","12:00","12720","2054","1322","3906","126","26","476","108","680","5666","0","146","0","-358","30","1648","200","12734"
"20251016","12:30","12266","2054","1128","3906","130","30","400","110","682","5526","0","122","0","-646","-20","1336","198","12284"
"20251016","13:00","12092","2054","1168","3910","130","28","386","106","682","5436","0","76","0","-1024","-14","1032","200","12106"
"20251016","13:30","12434","2054","1274","3910","132","30","484","108","682","5116","0","80","0","-378","22","1264","198","12448"
"20251016","14:00","12590","2054","1268","3910","132","30","518","110","680","4798","0","74","0","4","-26","1144","200","12608"
"20251016","14:30","12604","2056","1342","3910","136","36","538","108","676","4464","0","92","0","0","26","960","198","12622"
"20251016","15:00","12632","2052","1708","3906","132","64","544","110","676","4010","0","80","0","0","36","872","200","12646"
"20251016","15:30","12490","2056","1912","3908","140","64","696","108","674","3276","0","64","0","116","-18","688","202","12510"
"20251016","16:00","12466","2052","2028","3902","140","34","784","110","678","2368","0","32","0","682","-34","500","202","12478"
"20251016","16:30","12522","2056","2050","3908","144","32","808","112","678","1438","0","42","0","1140","-32","36","202","12542"
"20251016","17:00","12312","2054","2050","3904","144","26","854","112","674","616","0","84","0","1320","-36","-320","202","12324"
"20251016","17:30","12066","2052","2058","3902","146","28","922","114","676","180","0","120","0","1300","-30","-408","206","12082"
"20251016","18:00","12040","2052","2100","3904","142","32","952","114","676","2","0","116","0","1328","-38","-472","204","12056"
"20251016","18:30","11966","2050","2110","3908","146","30","906","114","678","2","0","128","0","1398","24","-284","208","11986"
"20251016","19:00","11722","2052","2120","3906","142","28","892","114","682","0","0","120","0","1318","32","-120","208","11734"
"20251016","19:30","11324","2050","2076","3906","140","28","880","114","674","0","0","150","0","978","36","-104","206","11342"
"20251016","20:00","10990","2052","2098","3906","132","30","656","114","666","0","0","186","0","920","22","-16","206","11004"
"20251016","20:30","10628","2054","2122","3906","128","28","552","114","668","0","0","188","0","938","10","264","204","10648"
"20251016","21:00","10378","2054","2064","3902","124","28","532","114","662","0","0","170","0","470","2","-64","204","10390"
"20251016","21:30","10088","2056","2034","3912","120","30","522","114","662","0","0","164","0","200","4","-84","204","10106"
"20251016","22:00","9748","2054","1676","3910","112","28","664","112","664","0","0","168","0","0","2","-168","204","9762"
"20251016","22:30","9582","2056","1592","3914","110","28","696","114","664","0","0","172","0","0","14","-40","204","9604"
"20251016","23:00","9298","2052","1390","3910","102","28","530","112","662","0","0","186","0","0","14","-120","202","9308"
"20251016","23:30","9168","2056","1538","3912","102","22","498","114","664","0","0","218","0","0","-6","132","202","9188"
"20251016","24:00","8834","2056","1248","3860","96","20","462","112","664","0","0","222","0","0","-26","72","204","8846"
"20251017","0:30","8530","2056","1332","3792","92","22","296","114","666","0","0","222","0","0","-28","224","212","8552"
"20251017","1:00","8196","2054","1092","3786","90","26","272","112","664","0","0","212","0","0","-30","284","212","8206"
"20251017","1:30","7966","2056","1104","3714","86","22","264","114","664","0","0","196","0","0","-32","416","212","7984"
"20251017","2:00","7866","2054","1152","3764","86","24","250","112","662","0","0","174","0","0","-24","588","214","7880"
"20251017","2:30","7824","2054","1042","3788","86","32","262","114","664","0","0","154","0","0","-22","540","212","7846"
"20251017","3:00","7910","2054","1222","3854","84","34","266","112","664","0","0","136","0","0","4","724","214","7920"
"20251017","3:30","7964","2054","1236","3918","86","32","276","114","666","0","0","118","0","0","16","744","212","7984"
"20251017","4:00","8012","2054","1346","3906","86","30","272","112","664","0","0","102","0","0","22","784","214","8024"
"20251017","4:30","8132","2048","1450","3912","86","34","298","114","668","0","0","96","0","90","20","880","212","8148"
"20251017","5:00","8410","2052","1530","3914","86","32","328","112","670","0","0","88","0","164","20","784","214","8426"
"20251017","5:30","8634","2050","1578","3910","94","32","384","116","672","0","0","118","0","128","0","640","212","8654"
"20251017","6:00","8670","2052","1598","3908","92","26","420","112","668","0","0","152","0","146","26","732","214","8682"
"20251017","6:30","8692","2054","1572","3914","98","28","376","116","666","0","0","124","0","266","2","716","212","8712"
"20251017","7:00","8530","2052","1496","3908","98","26","368","112","670","76","0","96","0","58","-28","600","210","8542"
"20251017","7:30","8670","2054","1198","3854","102","26","322","116","666","668","0","98","0","-10","-28","588","210","8688"
"20251017","8:00","8914","2052","1156","3758","102","36","326","112","660","1644","0","98","0","-448","-28","748","208","8928"
"20251017","8:30","9454","2056","1032","3676","108","40","324","116","658","2954","0","90","0","-594","-26","1168","206","9472"
"20251017","9:00","10136","2054","742","3702","114","42","278","112","660","4266","0","88","0","-604","-30","1480","206","10150"
"20251017","9:30","10718","2054","618","3842","116","44","284","116","660","5322","0","86","0","-974","-26","1608","204","10738"
"20251017","10:00","11054","2054","628","3512","114","46","262","112","658","6348","0","56","0","-1450","10","1484","200","11066"
"20251017","10:30","11072","2056","642","3200","112","48","270","116","662","7098","0","44","0","-1610","34","1784","200","11088"
"20251017","11:00","11340","2056","702","3236","110","46","268","112","660","7708","0","50","0","-1898","-6","1888","200","11356"
"20251017","11:30","11562","2054","840","3340","116","48","270","112","658","8082","0","50","0","-1944","32","2276","200","11582"
"20251017","12:00","11728","2050","738","2892","116","46","266","114","662","8314","0","52","0","-1850","30","1892","202","11740"
"20251017","12:30","11516","2056","724","2902","118","46","266","114","662","8280","0","54","0","-1942","-18","1928","200","11534"
"20251017","13:00","11674","2052","786","3226","114","46","260","112","662","8188","0","48","0","-1876","-28","2104","202","11688"
"20251017","13:30","12064","2056","968","3370","120","50","260","114","660","7938","0","56","0","-1638","14","2084","200","12084"
"20251017","14:00","12386","2054","996","3500","120","50","250","112","658","7454","0","60","0","-1266","8","1800","202","12398"
"20251017","14:30","12522","2054","1292","3734","126","50","238","116","658","6866","0","54","0","-874","32","2008","202","12540"
"20251017","15:00","12580","2054","1154","3648","126","50","246","114","662","5966","0","46","0","-496","24","1200","200","12594"
"20251017","15:30","12278","2058","1350","3754","134","48","250","114","662","4864","0","44","0","-172","6","1016","200","12296"
"20251017","16:00","12244","2054","1542","3752","134","50","300","114","654","3508","0","48","0","786","-22","864","202","12258"
"20251017","16:30","12258","2054","1658","3828","142","50","348","114","660","2300","0","42","0","1366","-12","472","200","12278"
"20251017","17:00","12096","2054","1920","3904","140","48","760","114","666","1168","0","42","0","1416","-36","292","206","12110"
"20251017","17:30","11740","2052","1980","3908","142","50","896","114","662","322","0","52","0","1434","-32","28","206","11758"
"20251017","18:00","11406","2052","1708","3906","140","48","932","114","668","0","0","50","0","1778","-30","152","206","11420"
"20251017","18:30","11438","2052","1656","3910","144","50","946","112","662","16","0","64","0","1744","-22","88","210","11456"
"20251017","19:00","11198","2052","1642","3904","142","44","808","110","670","2","0","66","0","1532","32","4","212","11212"
"20251017","19:30","10892","2052","1650","3908","138","48","726","112","662","0","0","60","0","1382","2","36","208","10912"
"20251017","20:00","10590","2052","1636","3906","130","50","824","110","664","0","0","72","0","738","2","-212","206","10602"
"20251017","20:30","10276","2054","1666","3908","130","50","812","112","660","0","0","94","0","382","6","-216","206","10296"
"20251017","21:00","10042","2056","1574","3906","124","48","806","108","660","0","0","90","0","194","-2","-284","206","10054"
"20251017","21:30","9718","2050","1504","3910","120","52","782","112","658","0","0","86","0","130","2","-128","208","9742"
"20251017","22:00","9414","2052","1196","3900","112","46","750","108","656","0","0","90","0","116","-4","-192","208","9422"
"20251017","22:30","9296","2058","1334","3908","110","40","730","112","656","0","0","96","0","122","6","64","208","9316"
"20251017","23:00","9050","2052","1116","3900","104","40","568","108","656","0","0","116","0","122","12","-64","204","9062"
"20251017","23:30","8924","2056","1180","3914","102","24","534","112","660","0","0","144","0","124","16","124","204","8946"
"20251017","24:00","8622","2054","970","3904","96","24","422","108","660","0","0","136","0","120","14","80","204","8632"
"20251018","0:30","8312","2056","962","3896","94","24","324","112","660","0","0","138","0","146","0","284","206","8334"
"20251018","1:00","8034","2052","882","3850","88","26","280","108","660","0","0","128","0","20","-4","252","206","8044"
"20251018","1:30","7830","2056","890","3898","90","24","266","112","660","0","0","124","0","-274","-8","192","206","7852"
"20251018","2:00","7678","2054","828","3868","84","24","252","110","656","0","0","132","0","-282","-8","236","206","7688"
"20251018","2:30","7662","2054","890","3878","86","26","240","112","662","0","0","140","0","-288","-12","312","206","7682"
"20251018","3:00","7728","2054","932","3906","86","24","238","110","662","0","0","140","0","-284","-12","320","204","7740"
"20251018","3:30","7832","2056","1022","3908","88","24","238","112","662","0","0","154","0","-284","-16","312","204","7856"
"20251018","4:00","7902","2052","1122","3902","86","26","260","110","664","0","0","134","0","-22","2","632","206","7910"
"20251018","4:30","8112","2052","1146","3914","88","24","316","112","664","0","0","128","0","122","2","640","204","8132"
"20251018","5:00","8332","2050","1178","3908","88","26","352","108","658","0","0","120","0","156","-6","500","206","8344"
"20251018","5:30","8508","2056","1108","3914","92","24","452","112","662","0","0","126","0","128","4","352","204","8530"
"20251018","6:00","8442","2050","942","3902","92","26","506","108","658","0","0","102","0","118","-6","252","206","8452"
"20251018","6:30","8312","2050","1064","3912","94","24","470","112","658","0","0","84","0","132","-12","460","204","8332"
"20251018","7:00","7966","2052","822","3774","94","24","450","110","662","58","0","80","0","166","-8","512","206","7978"
"20251018","7:30","8000","2056","828","3808","98","26","340","112","662","606","0","82","0","-238","-24","544","204","8016"
"20251018","8:00","8074","2052","726","3726","104","26","324","110","658","1446","0","68","0","-652","-24","680","206","8090"
"20251018","8:30","8630","2056","846","3864","106","24","266","112","658","2356","0","62","0","-832","-2","1072","204","8648"
"20251018","9:00","8994","2052","858","3908","104","22","248","108","662","2796","0","52","0","-826","2","1184","206","9008"
"20251018","9:30","9466","2054","856","3912","112","24","242","112","658","3180","0","54","0","-700","2","1224","204","9486"
"20251018","10:00","9814","2054","908","3910","110","22","242","108","662","3160","0","48","0","-908","18","712","204","9826"
"20251018","10:30","9864","2054","868","3906","116","26","242","112","658","3070","0","44","0","-1104","28","340","204","9884"
"20251018","11:00","10050","2056","676","3906","116","22","250","108","658","3204","0","40","0","-1156","-2","20","204","10062"
"20251018","11:30","10066","2052","650","3890","118","22","248","112","658","3324","0","30","0","-1138","10","96","204","10084"
"20251018","12:00","10222","2054","752","3912","120","24","244","108","658","3572","0","32","0","-1134","14","324","204","10236"
"20251018","12:30","10194","2052","688","3910","122","22","242","112","656","3356","0","32","0","-1270","14","-72","204","10212"
"20251018","13:00","9860","2052","754","3910","120","22","244","108","658","3204","0","26","0","-1286","6","148","204","9874"
"20251018","13:30","10130","2054","608","3888","124","24","256","112","656","3304","0","32","0","-968","10","156","204","10148"
"20251018","14:00","10058","2052","620","3756","128","20","258","108","656","2978","0","56","0","-552","12","224","204","10072"
"20251018","14:30","10054","2056","784","3888","130","28","258","112","654","2578","0","74","0","-298","8","396","204","10080"
"20251018","15:00","10050","2054","930","3904","134","24","256","108","654","2196","0","54","0","2","-6","456","204","10058"
"20251018","15:30","10072","2056","900","3790","136","22","266","112","656","1916","0","64","0","208","-4","232","204","10094"
"20251018","16:00","10134","2054","1204","3906","134","24","268","108","654","1584","0","60","0","670","4","728","204","10146"
"20251018","16:30","10272","2056","1084","3868","132","24","316","112","658","1080","0","104","0","646","-20","-28","204","10292"
"20251018","17:00","10008","2058","1206","3912","132","24","368","108","660","586","0","124","0","916","-32","252","208","10018"
"20251018","17:30","9984","2052","1230","3910","134","26","694","112","658","174","0","96","0","1254","-30","520","210","10000"
"20251018","18:00","10120","2056","1218","3906","138","22","758","108","658","-6","0","104","0","1720","-20","736","212","10138"
"20251018","18:30","10278","2054","1214","3910","138","24","760","112","654","20","0","106","0","1400","14","324","216","10298"
"20251018","19:00","9984","2052","1226","3910","134","22","630","108","658","20","0","92","0","1408","22","500","214","9996"
"20251018","19:30","9940","2056","1232","3910","132","22","564","112","660","18","0","126","0","1118","30","232","212","9960"
"20251018","20:00","9600","2052","1214","3908","128","26","530","108","656","6","0","122","0","670","-4","12","208","9612"
"20251018","20:30","9408","2060","1238","3912","124","24","444","112","660","0","0","100","0","606","-18","40","206","9428"
"20251018","21:00","9188","2056","1212","3914","118","26","428","108","662","0","0","74","0","480","-34","48","204","9200"
"20251018","21:30","9004","2058","1210","3914","116","24","330","112","660","0","0","62","0","362","-24","4","204","9024"
"20251018","22:00","8682","2056","1104","3912","108","24","284","108","658","0","0","52","0","216","-32","0","204","8694"
"20251018","22:30","8548","2060","1202","3910","106","22","268","112","658","0","0","62","0","168","-18","184","204","8570"
"20251018","23:00","8324","2054","1214","3910","102","26","254","108","658","0","0","58","0","168","2","424","204","8334"
"20251018","23:30","8278","2060","1186","3908","98","22","246","112","660","0","0","62","0","154","8","424","204","8296"
"20251018","24:00","7984","2054","1120","3912","96","22","248","108","662","0","0","60","0","142","-12","620","206","7998"
"20251019","0:30","7714","2058","820","3898","90","22","252","112","662","0","0","102","0","218","30","732","204","7736"
"20251019","1:00","7468","2056","630","3758","88","22","254","108","662","0","0","152","0","98","28","584","206","7478"
"20251019","1:30","7270","2056","754","3870","86","24","246","112","660","0","0","156","0","-132","0","748","204","7288"
"20251019","2:00","7132","2058","884","3910","86","24","246","108","654","0","0","172","0","-260","2","944","206","7146"
"20251019","2:30","7120","2056","802","3906","86","26","240","110","660","0","0","170","0","-176","4","948","204","7140"
"20251019","3:00","7262","2058","636","3806","84","24","240","110","660","0","0","162","0","98","-10","800","206","7274"
"20251019","3:30","7418","2058","586","3798","86","24","254","112","662","0","0","172","0","120","6","644","204","7438"
"20251019","4:00","7532","2060","780","3908","84","24","264","108","664","0","0","168","0","116","-26","812","206","7544"
"20251019","4:30","7682","2058","900","3910","86","24","336","112","660","0","0","160","0","154","2","904","204","7702"
"20251019","5:00","7886","2056","874","3910","84","26","412","108","662","0","0","146","0","166","0","752","206","7898"
"20251019","5:30","8150","2058","952","3910","90","28","500","112","660","0","0","142","0","152","36","676","204","8168"
"20251019","6:00","7978","2058","822","3912","90","22","516","108","662","0","0","136","0","114","2","656","206","7992"
"20251019","6:30","7812","2056","676","3914","92","24","432","112","660","0","0","140","0","196","-26","648","204","7832"
"20251019","7:00","7478","2058","792","3914","88","24","422","108","662","26","0","128","0","148","-30","1056","206","7490"
"20251019","7:30","7350","2062","752","3912","94","24","374","112","662","384","0","114","0","146","-38","1428","204","7374"
"20251019","8:00","7336","2058","592","3878","92","24","306","108","660","988","0","108","0","34","-26","1684","206","7344"
"20251019","8:30","7604","2060","662","3912","96","28","270","112","664","1876","0","98","0","-542","-16","1800","204","7624"
"20251019","9:00","7742","2058","570","3906","92","28","258","108","658","2620","0","84","0","-1010","-30","1792","204","7754"
"20251019","9:30","8056","2060","572","3894","102","26","244","112","662","3408","0","76","0","-1432","-10","1840","204","8078"
"20251019","10:00","8422","2058","618","3860","100","30","240","108","658","4102","0","66","0","-1786","-2","1824","204","8432"
"20251019","10:30","8574","2058","824","3268","102","26","246","112","662","4326","0","74","0","-1536","28","1800","204","8594"
"20251019","11:00","8458","2060","704","3060","102","26","252","108","660","4440","0","80","0","-1418","28","1836","204","8470"
"20251019","11:30","8684","2058","648","3058","106","28","242","112","656","4770","0","76","0","-1446","32","1840","204","8704"
"20251019","12:00","9076","2056","634","3064","108","24","246","108","662","5056","0","84","0","-1430","10","1736","204","9090"
"20251019","12:30","9022","2058","812","3050","112","24","242","112","660","4728","0","94","0","-1312","28","1776","204","9036"
"20251019","13:00","9034","2058","820","3044","110","24","244","108","660","4538","0","78","0","-1074","14","1776","204","9052"
"20251019","13:30","9038","2058","898","3140","116","24","242","112","658","4108","0","78","0","-912","6","1672","204","9060"
"20251019","14:00","8992","2056","838","3322","108","24","236","108","656","3648","0","72","0","-610","-2","1656","204","9004"
"20251019","14:30","9086","2058","662","3806","118","24","248","112","660","3172","0","72","0","-576","0","1456","204","9104"
"20251019","15:00","8948","2056","878","3904","114","30","252","108","660","2474","0","64","0","-480","14","1316","202","8960"
"20251019","15:30","8914","2056","886","3904","118","26","246","112","660","1924","0","54","0","-280","-12","964","202","8932"
"20251019","16:00","8934","2056","860","3902","116","24","280","110","666","1354","0","54","0","-278","-20","380","204","8948"
"20251019","16:30","8874","2054","888","3906","122","24","350","112","662","786","0","68","0","-286","-14","-12","204","8888"
"20251019","17:00","8950","2054","1062","3908","122","24","406","110","666","288","0","90","0","120","-30","60","208","8968"
"20251019","17:30","9158","2052","1176","3904","128","26","692","112","660","54","0","112","0","306","-24","232","212","9178"
"20251019","18:00","9414","2058","1214","3906","128","22","746","110","666","10","0","116","0","702","-14","448","212","9428"
"20251019","18:30","9460","2056","1236","3910","134","24","756","112","660","20","0","122","0","522","12","304","216","9476"
"20251019","19:00","9402","2052","1204","3908","132","24","784","108","664","20","0","136","0","364","18","212","216","9418"
"20251019","19:30","9292","2062","1184","3908","130","26","610","112","662","20","0","170","0","396","30","208","212","9314"
"20251019","20:00","8996","2058","1200","3906","124","22","504","110","666","14","0","180","0","242","20","248","208","9006"
"20251019","20:30","8842","2060","1162","3908","122","24","408","112","664","2","0","198","0","148","-16","128","204","8868"
"20251019","21:00","8668","2062","1128","3912","118","22","364","108","668","0","0","208","0","94","-22","192","204","8674"
"20251019","21:30","8446","2062","1104","3908","114","26","296","112","662","0","0","202","0","0","-16","208","206","8468"
"20251019","22:00","8164","2060","968","3904","110","26","264","108","660","0","0","168","0","-2","-32","264","204","8174"
"20251019","22:30","8080","2060","1150","3912","104","26","264","112","660","0","0","150","0","-234","4","312","204","8100"
"20251019","23:00","7832","2058","1072","3906","98","24","260","108","660","0","0","144","0","-294","-14","384","206","7844"
"20251019","23:30","7786","2062","1108","3912","96","24","250","112","664","0","0","122","0","-278","14","488","204","7802"
"20251019","24:00","7512","2058","840","3914","92","22","260","110","660","0","0","106","0","-284","8","464","206","7528"
"20251020","0:30","7284","2060","812","3914","90","22","256","112","660","0","0","94","0","-272","0","648","204","7304"
"20251020","1:00","7022","2056","832","3914","84","24","260","110","668","0","0","82","0","-296","-10","896","206","7034"
"20251020","1:30","6932","2062","852","3912","86","24","260","112","662","0","0","92","0","-398","-24","896","204","6948"
"20251020","2:00","6844","2052","850","3888","86","26","264","110","662","0","0","140","0","-578","-30","816","206","6860"
"20251020","2:30","6910","2058","922","3822","84","26","256","112","662","0","0","144","0","-504","20","872","204","6934"
"20251020","3:00","7052","2060","838","3806","84","24","262","110","660","0","0","154","0","-564","-2","576","204","7060"
"20251020","3:30","7116","2056","814","3848","84","26","258","110","666","0","0","174","0","-520","-10","576","204","7134"
"20251020","4:00","7336","2078","712","3906","84","26","278","112","660","0","0","192","0","-324","-18","560","204","7350"
"20251020","4:30","7610","2138","834","3918","84","24","346","112","662","0","0","216","0","-320","-12","580","204","7626"
"20251020","5:00","7908","2150","960","3910","86","24","418","110","664","2","0","234","0","-316","34","556","204","7924"
"20251020","5:30","8158","2166","1070","3912","90","24","468","112","662","2","0","246","0","-306","24","496","204","8178"
"20251020","6:00","8176","2178","990","3906","90","24","490","110","664","2","0","240","0","-28","-2","680","204","8188"
"20251020","6:30","8294","2194","1060","3914","94","26","440","112","658","2","0","268","0","124","-18","764","204","8314"
"20251020","7:00","8292","2214","1014","3906","96","26","434","110","656","6","0","244","0","118","-16","708","204","8304"
"20251020","7:30","8406","2224","1050","3908","100","26","392","112","656","100","0","228","0","120","-20","672","204","8428"
"20251020","8:00","8562","2244","1024","3912","104","28","300","112","648","262","0","204","0","204","-10","664","204","8572"
"20251020","8:30","9038","2260","1024","3908","112","26","260","112","644","656","0","206","0","460","-18","800","204","9054"
"20251020","9:00","9296","2268","1046","3906","114","30","256","112","644","1166","0","198","0","348","-4","976","202","9310"
"20251020","9:30","9586","2290","852","3864","118","28","246","112","638","2170","0","190","0","14","-20","1096","200","9606"
"20251020","10:00","9688","2302","772","3844","114","26","244","110","642","3048","0","184","0","-520","-14","1252","200","9700"
"20251020","10:30","9898","2318","944","3896","118","28","240","110","638","3960","0","196","0","-596","10","2144","200","9918"
"20251020","11:00","10086","2330","932","3904","116","26","242","110","634","4438","0","192","0","-706","0","2320","200","10098"
"20251020","11:30","10064","2344","974","3908","120","26","258","110","638","4678","0","204","0","-1072","30","2336","200","10082"
"20251020","12:00","10200","2360","868","3906","118","24","266","110","642","4962","0","226","0","-1192","32","2308","200","10214"
"20251020","12:30","10184","2374","1030","3908","120","26","246","110","638","4906","0","224","0","-1438","10","2152","200","10202"
"20251020","13:00","9948","2390","1056","3904","120","26","252","108","634","4256","0","250","0","-1338","-2","1896","202","9962"
"20251020","13:30","10060","2400","1054","3914","124","24","244","110","634","3880","0","264","0","-834","6","1940","200","10080"
"20251020","14:00","10122","2400","1072","3906","122","26","248","110","632","3616","0","258","0","-480","0","1976","200","10134"
"20251020","14:30","10314","2402","1068","3910","122","26","250","110","630","3226","0","266","0","134","20","2032","200","10332"
"20251020","15:00","10250","2400","978","3902","118","26","262","112","634","2744","0","278","0","178","8","1576","200","10264"
"20251020","15:30","10156","2404","972","3908","122","24","294","112","632","2224","0","292","0","176","-14","1168","200","10178"
"20251020","16:00","10128","2400","1130","3906","118","26","308","110","638","1702","0","296","0","194","-28","864","202","10138"
"20251020","16:30","10126","2400","1220","3906","124","26","368","112","636","1250","0","290","0","314","-22","688","204","10140"
"20251020","17:00","10072","2402","1236","3906","122","22","426","114","642","620","0","286","0","1082","-30","944","206","10090"
"20251020","17:30","10020","2404","1234","3912","124","26","736","112","644","162","0","294","0","1234","-32","1016","206","10040"
"20251020","18:00","9986","2404","1232","3906","118","28","788","112","648","8","0","294","0","1210","-32","928","210","9998"
"20251020","18:30","10044","2398","1242","3912","124","28","798","112","646","4","0","284","0","1238","20","960","214","10060"
"20251020","19:00","9922","2398","1210","3912","124","28","802","112","652","0","0","286","0","1056","24","880","214","9938"
"20251020","19:30","9754","2402","1228","3910","120","30","570","112","652","0","0","288","0","370","28","144","210","9776"
"20251020","20:00","9406","2400","1210","3910","116","30","494","110","648","0","0","290","0","116","26","144","210","9416"
"20251020","20:30","9148","2398","1206","3912","116","32","444","112","646","0","0","274","0","120","16","320","210","9166"
"20251020","21:00","8954","2400","1224","3906","110","26","374","110","650","0","0","242","0","120","26","432","212","8968"
"20251020","21:30","8790","2402","1084","3910","106","30","318","112","648","0","0","228","0","120","0","360","210","8808"
"20251020","22:00","8538","2402","788","3910","102","26","296","114","648","0","0","226","0","118","-2","288","212","8552"
"20251020","22:30","8440","2402","922","3914","100","26","266","112","648","0","0","228","0","120","8","496","210","8460"
"20251020","23:00","8254","2402","806","3906","90","26","262","112","644","0","0","224","0","114","4","536","212","8266"
"20251020","23:30","8230","2406","818","3912","94","26","246","112","648","0","0","216","0","0","-2","440","212","8248"
"20251020","24:00","7974","2402","624","3904","86","26","242","114","654","0","0","254","0","-218","-28","284","212","7988"
"20251021","0:30","7672","2414","660","3868","88","28","248","114","648","0","0","240","0","-384","-20","424","212","7692"
"20251021","1:00","7398","2426","682","3894","84","30","248","112","650","0","0","224","0","-540","-24","588","212","7410"
"20251021","1:30","7302","2444","668","3828","84","30","254","114","648","0","0","226","0","-738","-22","424","210","7322"
"20251021","2:00","7246","2458","666","3820","78","32","248","112","646","0","0","198","0","-850","-22","340","212","7258"
"20251021","2:30","7230","2476","684","3828","82","28","242","112","648","0","0","182","0","-870","-6","368","210","7248"
"20251021","3:00","7318","2486","688","3822","78","26","240","112","654","0","0","176","0","-752","-8","400","210","7332"
"20251021","3:30","7516","2502","708","3890","80","26","244","112","650","0","0","190","0","-586","12","508","210","7530"
"20251021","4:00","7732","2518","760","3914","82","26","252","114","652","0","0","194","0","-302","30","700","210","7750"
"20251021","4:30","7940","2528","770","3916","84","26","338","112","652","0","0","186","0","-254","28","640","210","7956"
"20251021","5:00","8208","2548","846","3908","84","26","440","114","656","0","0","182","0","-18","-4","768","210","8224"
"20251021","5:30","8456","2558","890","3916","88","26","476","114","650","0","0","172","0","118","18","760","210","8476"
"20251021","6:00","8470","2568","836","3908","88","28","490","112","652","0","0","176","0","120","14","720","210","8482"
"20251021","6:30","8522","2588","898","3918","92","28","396","112","650","0","0","182","0","218","-8","744","210","8540"
"20251021","7:00","8354","2604","828","3910","94","28","362","112","654","8","0","172","0","118","-30","704","212","8368"
"20251021","7:30","8300","2622","734","3910","102","30","270","112","654","166","0","174","0","116","-28","752","210","8320"
"20251021","8:00","8338","2626","652","3908","104","34","248","112","650","530","0","180","0","116","-28","992","210","8350"
"20251021","8:30","8810","2630","900","3910","112","34","268","112","648","1158","0","168","0","234","-22","1528","210","8834"
"20251021","9:00","9196","2626","886","3908","114","40","260","112","646","1688","0","156","0","176","-32","1584","208","9204"
"20251021","9:30","9494","2630","948","3910","116","42","244","112","646","2232","0","166","0","14","-22","1732","206","9512"
"20251021","10:00","9610","2630","968","3908","116","38","232","112","644","2804","0","154","0","-576","-34","1576","204","9624"
"20251021","10:30","9686","2632","874","3912","114","42","232","112","644","3422","0","162","0","-696","-18","1932","206","9706"
"20251021","11:00","9786","2632","1084","3906","114","42","230","112","646","3700","0","162","0","-856","20","2200","206","9798"
"20251021","11:30","9790","2626","1048","3910","116","46","242","112","646","4036","0","168","0","-1268","24","2104","206","9808"
"20251021","12:00","9588","2632","1098","3906","118","36","250","112","648","4168","0","154","0","-1446","32","2312","206","9602"
"20251021","12:30","9482","2632","1066","3912","116","30","238","112","648","4278","0","156","0","-1666","6","2236","206","9498"
"20251021","13:00","9334","2624","1086","3912","112","32","236","112","652","3672","0","140","0","-1340","30","2124","208","9352"
"20251021","13:30","9794","2634","1098","3914","114","38","236","112","644","3178","0","128","0","-906","18","1600","206","9814"
"20251021","14:00","9914","2628","1058","3908","110","40","238","112","644","2510","0","134","0","-518","-18","1128","208","9926"
"20251021","14:30","9936","2632","1096","3908","116","40","258","112","646","1868","0","132","0","-266","2","796","206","9954"
"20251021","15:00","9856","2624","1112","3910","118","44","294","112","640","1468","0","132","0","-242","-14","536","208","9870"
"20251021","15:30","9624","2634","1104","3908","118","44","306","114","644","1078","0","136","0","18","-28","640","206","9642"
"20251021","16:00","9670","2632","1206","3904","120","42","350","112","646","834","0","134","0","452","-34","920","206","9684"
"20251021","16:30","9722","2630","1252","3906","122","38","410","114","648","564","0","138","0","714","-36","964","208","9744"
"20251021","17:00","9598","2630","1276","3908","116","38","480","112","644","268","0","154","0","1210","-32","1408","212","9608"
"20251021","17:30","9678","2628","1264","3910","120","42","728","112","644","52","0","152","0","920","-4","1084","212","9696"
"20251021","18:00","9746","2628","1240","3904","116","40","780","114","650","0","0","148","0","1154","6","1232","212","9760"
"20251021","18:30","9778","2628","1256","3912","120","38","618","112","646","6","0","168","0","980","26","932","216","9794"
"20251021","19:00","9674","2626","1246","3908","122","40","552","114","644","18","0","174","0","482","26","480","218","9690"
"20251021","19:30","9360","2628","1214","3908","116","40","464","112","644","20","0","164","0","462","34","644","216","9378"
"20251021","20:00","9212","2630","1164","3904","110","40","462","114","652","4","0","162","0","538","14","780","212","9226"
"20251021","20:30","8976","2634","1134","3914","112","38","408","114","646","0","0","194","0","416","2","828","212","8996"
"20251021","21:00","8772","2630","1134","3906","106","36","394","112","650","0","0","224","0","304","0","924","212","8784"
"20251021","21:30","8632","2634","1126","3908","104","38","342","116","648","0","0","208","0","130","-2","808","212","8656"
